id,user_id,timestamp,text
MTI5NTg4.ghprWYVlXvSY0OVhRz9q0JQ48ZM,uid-7113496701631595246,2015-02-05T23:14:23,Charlie Rich - Behind Closed Doors
MTI5NTky._tZR1xwpuL7PIj6qzuDzcox1JEc,uid-8285918040958557429,2015-02-05T23:58:48,He stopped loving her today
MTI5NjMw.AxL2zpWyBEEL6bp3RUN-MVRTESg,uid-3685306948218031668,2015-02-06T01:11:34,Dolly Parton ( working 9-5 .
MTI5ODA0.mITvtfrF68KJnnYykwp_D6GBW6A,uid-7113496701631595215,2015-02-06T04:17:22,Johnny
MTI5OTg0.kMJOg4yVmhsj-j1BPP_UYMUXIjY,uid-942677281430279360,2015-02-06T14:17:04,Anything Johnny cash
MTE5MTM2.EMfzliMH3bq-SW3spkDs2TmhPy8,uid-8529133183187015683,2015-01-27T20:40:59,So much for free speech
MTI3ODQ1.wkulABgGGNEbQtc2Za7U7KE-geI,uid-3688118382361809286,2015-02-04T18:56:59,Ok; ND won't be #1; but a man can dream...
MTI3ODQ3.EoB4YNr6OEqlbAkWL-6oRLHHS6c,uid-1725235943194291518,2015-02-04T18:59:51,Alabama's class is sick
MTIzNDY3.uE5Xo50lajrbHbOAPvchhsDHBjI,uid-6364778218169965601,2015-01-31T18:18:02, 
MTI0ODE3.BUARzyQoCYJNZ0Q0xj8xXeIy9-Q,uid-1725235943194291518,2015-02-02T14:21:49,The Bus was a force!
MTIwMzU4.cWrcfAzRLNnH9yC_RxYTJTHpG2o,uid-8529133183187015683,2015-01-29T13:26:06,Mostly because I'm lazy...
MTIwMzU5.QgQqBkj3bBRPn8QtPArQ3Vo9xoU,uid-2350789765717880243,2015-01-29T13:29:21,I like full service car washes; especially in the winter!
MTIyNzUy.amM7qMaLgJ9qxHgK_9CiakcnDHA,uid-8529133183187015683,2015-01-30T20:13:02,Yes! Call me at 540.642.8104
OTk0Mjc.aSIfJVdsUhAhO2YmtxjqB5yB69M,uid-5628842795894799203,2014-12-31T14:58:17,Would love to have a t-shirt or two! 😄
MTI4MDEx.LgmGgKPVmH1EpYoaSyYKcv3ccDQ,uid-8529133183187015683,2015-02-04T20:39:22,Android
MTIzNjE0.1oi-EY5qp0YziYR844JlAkQE6KM,uid-8529133183187015683,2015-01-31T21:29:21,Seattle will win as the Legion of Boom knocks down Brady's pass into end zone as time runs out.
MTIxNTE0.Gnh2cyiL1yT8BvVlqXxacYponPM,uid-8529133183187015683,2015-01-30T13:15:39,Hotstove MLB and college recruiting questions would be awesome.
MTIxODM0.XHDaLY1W9YFx1PyAlDDoANYb8aE,uid-5889211434205611670,2015-01-30T15:07:54,Crossfit
MTIyNzc0.AYAhwHelmrIpshzQmyjBVZFH_uQ,uid-3510410527893861731,2015-01-30T21:28:08,Golf!
MTI5Mjg1.XNfNNLuoDZ4YoBG9akEqX_V79lI,uid-5628842795894799203,2015-02-05T19:15:40,My answer is really "Other" - I'm not sure he should resign but this is substantially more then an "embellishment."  I'm REALLY disappointed in him.  Won't see him in the same way anymore.  Sad...
MTMwMTU4.156BJXSwK9U74uJ6mMFNomXrn4c,uid-6945818143099583227,2015-02-06T17:45:40,It makes you question his integrity and reliability as a serious news reporter.
MTI0NjM5.fo4mVe8ThlAERTC3LB7Iu0iZK7Q,uid-590699782026937547,2015-02-02T02:55:38,Maybe just wishful thinking; I'm still with Seattle
MTI4OTI1.8Dxvlr7NXkXa1xubo2lwnssub_0,uid-4825342923604163565,2015-02-05T16:47:18,Basketball nba finals
MTI5NjI2.0fX-p9Yndz8yJJ5d4FkdjBmY0qE,uid-7704331172373045542,2015-02-06T00:50:08,Yes! I have my list of bobble heads ready to go!
MTI5NzY3.91fyd6IqpvWIZNcei1DNk7RjPfg,uid-7704331172373045543,2015-02-06T03:27:53,Go Brewers!
MTEzMDY5.OLoMU92ggDvjv7GaUiC2kzoJ-Vo,uid-4336972509550173776,2015-01-20T17:03:35,neither
MTIwMTY4.3-1cVoner_RmmI4KwXhiAyJqojY,uid-8529133183187015683,2015-01-29T01:00:51,But it won't be with the bulls
MTI0MjE2.TGIKQejZ4Nf8SgzGbGnuZv_6TLc,uid-8529133183187015683,2015-02-01T22:14:14,Just wish it wasn't soooooo long.
MTE3Mzkx.1esyEnWVe_8iC9hb1GDaWlRFdgc,uid-8529133183187015683,2015-01-26T17:21:30,Carroll out Zen's Belichick
MTE3NDQ0.v7Pjb1cwnR4C-tsm3nPiS-gFMA8,uid-1725235943194291518,2015-01-26T18:20:54,Go Seahawks! 
MTIwNjUw.12DvpqIZaTkpu0Z2UWV0X4BzCNI,uid-8529133183187015683,2015-01-29T16:56:53,FXBG has changed tremendously since I moved here in 2010!
MTIxODQ0.Dp_XBJQjVzSYqjYA-tGWyOKp4lQ,uid-2553235734972705919,2015-01-30T15:19:29,It's a restaurant town now!
MTIxOTE3.XTUIKOVwHg4ok6BRBh57FWd29XU,uid-1725235943194291518,2015-01-30T16:54:27,We need more night clubs!
OTU4NzA.22ml_K0jU2u7pVuPEW3IMzsLmR8,uid-2553235734972705919,2014-12-19T22:41:35,Hail to the Redskins!
MTIwMDIw.wC-y4lJ36f4YUi9ERX79Y3T84U4,uid-8529133183187015683,2015-01-28T23:59:23,You can force someone to show up; you can't control what they say.
MTIwNTkw.srlkK2o26ml5iQYjSIiehTOWb1c,uid-5628842795894799203,2015-01-29T16:20:20,Come on - grow up.  Media interviews are a part of the NFL PRODUCT!  Answer a few questions; it won't kill you.
MTIxMDI0._abnGxBSn4gqx7kdNToFMcLa_0o,uid-7319749070028553002,2015-01-29T22:12:39,Am I the only person in America that doesn't care about the Super Bowl?
MTIxMzEx.8Xj5Kc4FaAk7WH3J0EONXTI2C7w,uid-2439379794235606323,2015-01-30T03:16:04,It wasn't funny at all! It was very stupid and plain unprofessional! It was disrespectful to the league and be corporate organization he supposedly works for!   Every serious profession has rules. I am thinking and talking as as a lawyer now; there are some things you cannot say or do; and your silence for that matter would be tantamount to acquiescence (acceptance of the folly of not saying something when you are; by virtue of your profession; expected to say something).   I have been very very vexed by the way the media has made excuses for him by suggesting that he's being forced to speak when he is not used to talking. Excuse me; the man who "lambasted" the press today for holding their traditional pre-SUPERBOWL press conference; is a talker! Marshawn Lynch talks!!!   Talking to the press is a job description and or expectation; excuse me ESPN; it is not something "extracurricular;" it is nothing at all cumbersome. The NFL is not forcing its employees or players to talk for them sake of talking. It's all part of the preps towards the big day!  And since when do employees tell their employees what they like opposed to their employer's rules? I am a labor and emolument lawyer and I know what I am talking about. What this young man has been showcasing on national TV since the pre-Super Bowl activities started is the antithesis of submission to the corporation he's expected to represent.  As a matter of fact; he is the worst ambassador or emissary this pro-org has ever had! Marshall Lynch needs to be called out. I am appalled at the SeaHawks organization in its entirety: where is the owner? where are the coaches? where are the front office people that ought to call this young man to order? What if everyone else in the league is allowed to act this way? Imagine Tom Brady or Russell Wilson acting this way? There'd be a floodgate with the adverse effect remote-controlling other players to do likewise and the ultimate result is that the press and the fans and the country at large; in fact the world; would be put at a place where they can't and won't hear from the players!   It is a total sham! This man has a very horrible attitude that should not be excused by some in the press and certainly not by his coaches! If he is like this with the press; I wonder what he is behind closed doors with his coaches and fellow team mates. Don't excuse his nastiness by attributing it to the fact that he is a fantastic player! Excuse me ML; you're not the first player to be great at what they do! Imagine all the great hall-of-famers and awesome past players who played this game better than you; young man!!! The whole thing is just a show!   Marshawn Lynch is arrogant; plain and simple; he is a fruit of this organization that is arrogant and that fact is manifested by the actions and words of their players since the week started!   I just want them to be humbled! I so want them to be humbled or else they'd be humiliated! We'll see! This is far from being funny... IT IS STUPID and unconscionable!
MTIxOTE4.K9YiW-FrSkunwQWsLwjiT0voc74,uid-1725235943194291518,2015-01-30T16:55:30,Jerk
MTI0MDc3.erV7HikhLeuqEJHa7_L5vWcmhdo,uid-1639630007477671765,2015-02-01T20:37:08,There was; briefly; a reason to suspect vaccines' side effects. Research has since disproven those suspicions. It is time to recognize both the benefits of getting vaccinated and the costs of failing to do so.
MTI0MDc5.TBVa_uidkG2vRU_soEuGbelFqmI,uid-7319749070028553002,2015-02-01T20:45:50,If vaccinations are effective then it shouldn't matter what other people are choosing. Your kid has there vaccinations they are safe.
MTI0NDA4.oj55naclwsZ5gucaSGOH3hjW8mo,uid-2350789765717880243,2015-02-02T01:29:12,They should keep their kids at home during the outbreak in their area if they were not vaccinated.
MTI1NDE0.OK73nbGKWNIAIc9XL73E69m1p_4,uid-5057906242598136918,2015-02-03T00:05:58,This is about public health
MTE5MzI1.yTAVRIGqVsG6MXJGko-3ofYdR2k,uid-8529133183187015683,2015-01-28T11:53:42,As long as it a not an artsie fartsie film
MTE5MzI2.NcWcs4SS2BaAEu2pN7S_jBbf2j4,uid-8529133183187015683,2015-01-28T11:54:16,McCarthy can push it a little too far sometimes
MTI4NzY1.zWt8pLiRitbzSg-VBQ2-a08BzEw,uid-5628842795894799203,2015-02-05T15:08:22,Can anyone tell me of a time when an American "passive military action" was successful in the mid- and long-term?  This sounds like "we're sending advisers" which never works out.
MTIxODM1.3eGFYlGQKNN4NXQ69b96uR9jRk0,uid-3685306948218031672,2015-01-30T15:11:27,American Trilogy - I had the honor to one of the cast member of the Cirque du Soleil show called Viva Elvis and the Album created for this show is amazing if you like Elvis and want to hear Elvis songs brought up to date.  WillSays.com
MTIxODQz.B0fMw7MmapAHMaIO_wFA0qUsvbo,uid-2553235734972705919,2015-01-30T15:19:06,Not an Elvis fan at all.
MTE5MDM3.wAuOYvE8MGyDjnfNuCkqBNAcA4M,uid-3688118382361809286,2015-01-27T19:30:01,The King has to make an appearance
MTE5MTI2.CYM0BfpprImZUO0sICgrQl-AQJg,uid-8529133183187015683,2015-01-27T20:34:39,Once wall wins the dunk contest; he'll be elite
MTAyMjU5.1XDkwchRym0xcn0NZ8ZBXTBOtlk,uid-3916586268100219812,2015-01-06T00:44:50,Wait; did the game already happen?
OTM5OTU.0jNAp0y2HWeZXVhShQnMMDJjIEs,uid-2553235734972705919,2014-12-17T20:20:54,I heard about it . But just through you guys.
MTA1NjQy.m-TMmS9UPkV_lSbAWNgxwRTqCl8,uid-2350789765717880243,2015-01-11T04:22:50,I answered "Silly Love Songs." What's your favorite song of Paul McCartney's Top 10 Billboard Hits?
MTE4OTE3.ykz8OqM06ufM_ZzTkkA-EG2eVog,uid-5628842795894799203,2015-01-27T17:29:03,The media and politicians feed off one another.
MTI5NTE2._p4tL_BIh41mW6aOZSHnw5qgOPI,uid-8529133183187015683,2015-02-05T22:24:59,Neither of the QBs will be great NFL players; trade down
MTI2ODA2.yFlPOEBQUf__d6K54U1TXYbVeeI,uid-8459986037296260514,2015-02-04T15:11:21,I'll know I've made it in life when I meet Jimmy Fallon :)
MTI3NDQ0.Ah1xlnykls05b7gTpn21zPPxFT8,uid-8285918040958557429,2015-02-04T15:40:14,Watch what happens live on bravo tv
MTI3ODQ4.e647CD41V7FdwqK4ezvgXFPdz1M,uid-1352247568516688617,2015-02-04T19:02:09,It will happen!
MTI3ODQ5.hIz2lu57f8A4rhE91mqH5fJ2be4,uid-8940900496881903121,2015-02-04T19:16:27,SNL
MTI2NTEz.wD6VJHECe6Ale7LHWAgG-1bRAss,uid-1725235943194291518,2015-02-04T04:42:02,Pitt was behind; Pats were ahead so nod goes to Holmes
MTI2NTE1.0UrdXk6YbMpsSslYTjU4HoSGV1I,uid-3688118382361809286,2015-02-04T04:43:46,Still remember where I was when I was watching this one.
MTIzODgz.bCvXha4uSQQWJRHM8bZxTOnYPGI,uid-3688118382361809286,2015-02-01T16:10:36,A week at spring training; playing with the Cubs
MTI0ODE4.g8gr0-7jMJj2HrjI5uJ-QRP5Lk8,uid-8285918040958557429,2015-02-02T14:22:52,A week in Nashville
MTI1NTEx.O_mPPTaVg9GXUJEQuCe_nlcI7ZQ,uid-7113496701631595189,2015-02-03T17:09:48,Home to relax
MTIxNzQz.zDWeb1e5NMI5UHeqCmyxLLH6DFQ,uid-5628842795894799203,2015-01-30T14:00:05,I have a CRAZY Idea - how about we reduce our debt?  Imagine this...  What if one of your children made $50k per year and had credit card debt of $50;500 (sort of like the US - 101% of GDP).  Imagine further they got a $5k raise at work.  What would you advise they do?  Spend the $5k or get started repaying their credit cards?  I've heard the whole "haven't you ever borrowed money to make money?" argument.  Yes; I've borrowed a LOT of money to make more money...  and I've PAID IT OFF.  Worse; I have little confidence that any spending the government does is going to come back in higher tax receipts which would pay back the original investment.
MTA2NzI3.vLeaGZESNtHLNj5cW7aBSdiL7X0,uid-3916586268100219812,2015-01-13T13:00:18,This is my comment
MTIxNTAz.LxxCSHXQ_77o9stJAw-_uv6yM64,uid-4333367279312829941,2015-01-30T13:06:22,Down to only one unknown spot at safety.  Williams and brown appear signing day solid at rb and wr.  
MTIxOTE2.V61b9z5VW8JBZotf4hTiuMRcVsk,uid-1725235943194291518,2015-01-30T16:49:43,Went from rich to poor at safety real quick
OTk1NjA.v219ghfPT_mkOjWAxwQtO_hrQUo,uid-5628842795894799203,2014-12-31T16:29:02,More so the entrepreneurship coverage than the personal finance.
MTE4MTQ5.xyx6b86-FRzEvaytvpsKpyGLXTQ,uid-8529133183187015683,2015-01-27T03:49:14,Don't pull a Jordan and hold on too long.
MTE4NTEy.9R28MwYscItmWz9gZgrQUqK-Gzo,uid-8887317209463487990,2015-01-27T13:38:11,He is old and not really helping the Lakers.  His only reason to stay is the 25 million he is owed next season
MTE2Mjcy.o2TQIVrhaJ82qYckNiEtEYqWJ5A,uid-1725235943194291518,2015-01-23T22:46:33,The unintended consequences of this started long ago and the consequences of this seems grim. What is victory; does it even exist?
MTE2Mjcz.7N2jlMGDgAkESFLAzfc_bi9d_Qc,uid-5628842795894799203,2015-01-23T22:56:35,Our options are slim because we stopped fighting to win a long time ago.  Whatever we do to combat ISIS needs to be done with broad support from other countries.  My children are growing weary of paying for the planet's security.
MTI5MDE4.eeilnKrK6I7r79-Tf_Y6g8oQXHg,uid-8228270014040635477,2015-02-05T17:05:25,Hank Williams JR. and Friends
MTI5MTUz.cCieUwd005vXDeZXs6vqCRdLRU8,uid-7761062048590846406,2015-02-05T17:14:43,Anything Waylon Jennings
MTI5MjE2.b9MLZRdb_OwuTdQo9HFPGMAFyW8,uid-7761062048590846413,2015-02-05T17:55:31,The Highwayman
MTI5MjE4.YMhojl7FRqmYvKg2FXzTYY6hx80,uid-3883406369967967249,2015-02-05T18:03:52,Mountain Music Alabama
MTI5MjIz.ecRi3E2kuj3uVajsPaWu2naJKNs,uid-3883406369967967257,2015-02-05T18:10:02,George jones or Waylon!!
MTI5MjI3.hbWjffgosdfpETnJVjV20Ux6Vn4,uid-1904762808672669860,2015-02-05T18:41:31,Love Conway; George Jones and Tammy
MTI5MjYx.zF1v97P438wJbTi92PK94Qxi330,uid-5628842795894799203,2015-02-05T18:54:38,Songs of Appalachia
MTI5Mjgz.2H-1YA8QnT4Ab-zSSo8R4dFoBRM,uid-1690703663724698944,2015-02-05T19:09:03,No Fences - Garth Brooks
MTI5Mjg0.f61WPIVTuzBZMX910Z-F8391E5s,uid-942677281430279380,2015-02-05T19:11:54,Kenny Rogers Greatest Hits
MTI5MzI0.do1Q6YZywDlDrdVvZWGpW3vTahw,uid-7113496701631595163,2015-02-05T19:38:54,LeAnn Times Blue
MTI5MzMz.g4dNyxG9DhZlPLd1LbVbw2YjLoY,uid-7319749070028553002,2015-02-05T20:17:53,Anything Bonnie Raitt
MTI5NDI2.6Vw2nG8buYtVZDQ3znQiMbTvpUk,uid-8228270014040635439,2015-02-05T21:23:48,Anything by Conway Twitty
MTAxNzk4.6ep9CfFdqpki-5UAcaEz1V6Gz-w,uid-5628842795894799203,2015-01-05T16:19:11,We need a Trader Joe's in the Fredericksburg region.  A Whole Foods would be good as an alternative.  Both of these stores (Trader Joe's and Whole Foods) serve a different market than stores like Harris Teeter.
MTAxNzk5.e3O7Y_8AxYZwVG1-HDOrZjAjVPI,uid-2553235734972705919,2015-01-05T16:22:05,Love trader joes!
MTI4ODU0.b4582p-NTVthoh2Th4ezQ098mIo,uid-7761062048590846413,2015-02-05T16:26:21,There should be three choices: Yes No I don't know ✔️ My correct answer is I don't know
MTI4ODU1.7f6FCo8Y6CNw8fzwCBOCRFHLDcY,uid-8529133183187015683,2015-02-05T16:36:20,If he is guilty; he should serve the full term and pay the fine.
MTI5NDI3.Kq5amGvy79m7DEpnEB18k_76jq4,uid-5023078985052522901,2015-02-05T21:26:25,Until he pleads or is convicted. 
MTI0MjI0.t1k_arxDMfdZw46vE55wHH6Du7c,uid-8529133183187015683,2015-02-01T22:21:13,And they will win!
MTI0ODUz.nS-beiUFLoYrmXlnAWRovohXHe0,uid-4336972509550173757,2015-02-02T14:22:19,Newsroom. Which is what I watched instead of the super bowl. 
MTI0ODI1.WgIHpOhmf2EdDEhmotYUbXf9rjs,uid-8529133183187015683,2015-02-02T14:32:27,U2; Bono & football; can you beat that?!
MTI0OTA1.JSvlN12NEKPngosVJN1tqimt_uI,uid-8797257031051248747,2015-02-02T14:55:53,Bruno Mars!
MTI1MDQ1.xfQZjTDn0-k7pymPzhTNulsu5Io,uid-8188795548508276876,2015-02-02T15:30:56,Bruno Mars! 2014!
MTI1Mzc4.ACXDq-QU6hDcFD-A9BkF32vdU3Y,uid-581406661312027773,2015-02-02T21:47:40,Paul McCartney
MTI1NDU4.0h92MGJVZSxkUGgYnAIvj5s2g4U,uid-6272228344306111358,2015-02-03T02:54:44,The Who
MTI1NTY5.20_0022ZUjdUvEJZhhrp6gyqXs8,uid-6272228344306111358,2015-02-03T02:54:45,The Who
MTI1NTE1.6DWedot92K1WniZz9HL8Emg5y5k,uid-8459986037296260514,2015-02-03T17:34:52,Hiding the fact that Destiny's Child wasn't making an appearance until the last minute made it amazing
OTQzOTk._aoTlMpPZIjIzqXNYUUmd1OwQDs,uid-2553235734972705919,2014-12-18T15:41:12,You gave us a hint by saying Person in the singular😄
MTE5OTU2.ht4tZ0aqINpN2svHmpUFgW9CXkk,uid-8529133183187015683,2015-01-28T22:15:09,Big Hero 6 is an awesome movie and great message.
MTI2NTk5.PdrELLU5JHiQlRk6IhCrXwyd4Bo,uid-8529133183187015683,2015-02-04T13:16:08,Human hubris. The unknown & uninteended consequences are way too big.
MTI2NjAw.l5ZUWTIo0-MBdqp7f4fOGJN4vFo,uid-1639630007477671765,2015-02-04T13:17:16,Evolution isn't over. We have new cultural and technological tools at our disposal that can reduce suffering and perhaps lead to better world. Reflexive emotional responses to the contrary; I can't think why we wouldn't do this.
MTE2MjU5.l_YBoRGX-HkxStspuxToJh-SEgw,uid-4336972509550173757,2015-01-23T20:20:12,No but I won't.  I have heard of it. :)
MTIxODQ3.2hLnH-p7fZAzbx4kpcQkw0rgXsk,uid-2553235734972705919,2015-01-30T15:21:42,Bush III coming to a country near you
OTkwOTM.kT_NwFE8WNZ-u75yCfJ1OpP_cro,uid-2350789765717880243,2014-12-30T16:49:51,2014?
MTIyNzc1.2DEnzwXarY37nS4ndOkA6VDfes0,uid-8529133183187015683,2015-01-30T21:42:22,And a chip hat!
MTIyNzc2.KsE2iOwQulANmHq6xLdua0VXTl4,uid-5628842795894799203,2015-01-30T21:47:33,It's got to be spicy Guac!
MTIyNzc3.aAUpYBTF7NMm8lPGEGfhD44Rc1g,uid-7319749070028553002,2015-01-30T22:23:35,All of the above!
MTIzNTUw.3LYFfQ3EH3fESE1PqhhciQzEnq8,uid-8529133183187015683,2015-01-31T20:23:03,MLB by far. Home Run Derby the night before = awesome!
MTIzNjk2.DqCILOhgQH5xIFoHR2JgFbSTKVc,uid-2439379794235606323,2015-01-31T23:06:47,I am biased: I love basketball!
MTIzODIy.DHH94Ksl0qbWvbE-lEnNXw8J0Ks,uid-8264281443582661857,2015-02-01T13:11:16,There is a point and that is to secure home field in the World Series. It maybe only all star game that matters at all.
MTI1OTUx.zl1rzK6xcYxmaPJ6b5W3ecomv6E,uid-8529133183187015683,2015-02-03T18:27:09,Chris Mullen would make it so.
MTI4NzQ0.jIACmAMSY3O7MYRHpn3-Q-4zq28,uid-8529133183187015683,2015-02-05T13:34:57,I'm there next time I'm in Alta Vista!
MTMwMTQx.isTH_U9pq9kfuGdb6dnw8oOR2zY,uid-2812161522626684385,2015-02-06T14:47:23,I got 2 dollar saver deals for carols
MTIyMTQ2.O5LgPD0KbtFhEIgNzPUkNCDZTtU,uid-8797257031051248747,2015-01-30T17:28:12,All they would see would be the sweet cheeks o' my ass. I would be running like a mo fo
MTIyMTQ5.FMaCWDlLa5ny-0MYaHQnD-FVpNQ,uid-8529133183187015683,2015-01-30T17:51:12,And it would go into my kids' college fund.
MTIyNzQ0.-fPDwBHpiF6Dglf5yChEbUMUjMQ,uid-5628842795894799203,2015-01-30T20:11:35,Plus legal fees 😊
MTE4ODkx.3F5Mnc9GnozHVu0NiEH8-ZLHBX4,uid-8529133183187015683,2015-01-27T17:07:35,I do have an opinion; but you left out OTHER. States should deliver the basic education kids need to succeed and The Fed should create a system that rewards innovation (as opposed to enforcing standards)
MTE4ODky.PnubL3WAlK9fCiQJ57N3MUDWqW0,uid-4336972509550173757,2015-01-27T17:16:07,Feds should assist states. 
MTI1NzU0.8JMzpGVgmWcytHPGkcmQrgJgVOs,uid-8529133183187015683,2015-02-03T16:12:07,That is unless your actually flirting...
MTA2MTIz.KvLQ4i2zaY4lbeTeRzDaG3sjAuo,uid-2350789765717880243,2015-01-11T23:18:05,I don't like the things he has implemented; ie.; ACA.
MTIzNjE1.mO4R-zLWI4f_PrOxsGWdOE6rNsU,uid-8529133183187015683,2015-01-31T21:30:45,How many tweets will there be... 1 billion possible?
MTI3ODA0.3HkdO8AA1RuowfyPigBh1zTeYuw,uid-6272228344306111361,2015-02-04T18:44:23,It should matter if the player obeyed the rules; but taboos; rumors; hearsay; and the like should be ignored.  Not liking somebody our suspecting them off something without proof shouldn't erase a career of accomplishment.
MTI3ODQz.Hjhq6YCyI4gezAXExICbYx-8XUc,uid-3688118382361809286,2015-02-04T18:55:08,Atheletes play a much larger role in society than their performance. Their needs to be a Character quotient.
MTI5MTQ5.pXpCmUtH4mhd_ENIzDIgGBPQzKo,uid-908435400188466362,2015-02-05T17:13:12,Morality and character continue to be an aspect of HOF voting because those elected to the hall represent the absolute best of baseball. Don't tarnish that prestigious honor by electing cheaters or those of poor morals.
MTIwNjUx.9hOQJ7pSMKdgHApi9zlS_CXU0jM,uid-8529133183187015683,2015-01-29T17:00:47,Hook me up Christal!
MTIxODQ4.szhhsAUiiGJaoOXvA4xtWvbYnWA,uid-2553235734972705919,2015-01-30T15:23:05,The stadium could be a huge for us all
MTE3Mzg4.H9rpr3oCODp3dcuOovbkBm2nmDg,uid-7805809529240481303,2015-01-26T17:11:21,Is There Life Out There?
MTIxNzc1.fVBVIP_ZCYGRseTqH0EiNRDmwEk,uid-8529133183187015683,2015-01-30T14:23:29,The universe is infinite not only is space but possibilities. It's not if but where and how far away.
MTI4MDE5.0GEQY1_spviebj4e3suLmiM2Z2E,uid-8529133183187015683,2015-02-04T20:48:58,Nope
MTIyMjI4._STuc2C5gqczVRkx9yXV6pw9Vrk,uid-3916586268100219812,2015-01-30T19:31:44,Great ad!
MTI1MDY0.4-RhA_zFSvZXnX1yJdDsCNyaSms,uid-8529133183187015683,2015-02-02T15:43:04,And getting even better!
MTI1MDY1.GpLLzcf4fmq1xbUwRrEj_PkPVt4,uid-7319749070028553002,2015-02-02T16:03:13,We are definitely on the way!
MTI0OTI1.aq8cg2FCSjhu8DnafNXzqVycUrc,uid-1917035256310762356,2015-02-02T19:12:57,They need to add Kybecca and Foode to the list of places to check out!
MTI1NTYx.txhD2sGL9Ex5KzVczJ_rAhWdq5Q,uid-1725235943194291518,2015-02-03T02:50:52,Wait; they didn't mention Foode or Kybecca?!
MTI5ODg4.OpeLaBtYUQAMMWFOZrffNHqNOI8,uid-8529133183187015683,2015-02-06T12:10:45,American hubris given we are an overdeveloped; unsustainable civilization.
MTI3NTMy.k1wTHFWxHUDWhXJzwLyxYVFZ1Gc,uid-5057906242598136916,2015-02-04T16:10:36,Who the hell are the first two? 
MTI4NTM4.Q0cws3FFKBFH2vbML6SyfJesl6A,uid-1352247568516688617,2015-02-04T21:47:08,Go Dan!
MTA2Mzkz.GXwEh3zXNUHJQUFAyySxL8L1K5E,uid-2553235734972705919,2015-01-12T16:01:59,It's too expensive.
OTY5MDc.R1Iv2NroXXafh8Ctun4tN4qxnwI,uid-5628842795894799203,2014-12-23T20:03:47,Who ELSE knows this!?!?   😄
MTIxMzIy.okRf-i8trA_yvjAhT0Rqkv-O4JE,uid-8529133183187015683,2015-01-30T05:02:13,NFL shouldn't make players talk. Make part of their SB pay an incentive; but give players an out who dont want to do it.
MTE3MDk5.833efLS_KrF4IiyIltCBjpR38Ds,uid-8529133183187015683,2015-01-26T12:50:21,It's not just about 3 Mile Island (or Chernobyl & Fukushima?) but the cost of construction; the cost of storing nuclear waste and the cost of decommissioning a plant.
MTE3MTAw.pZoQ94FkZVv678ISG39Rybw48Eg,uid-4336972509550173757,2015-01-26T13:00:02,Especially new technologies like LFTR
MTE1NDU1.XZOR_m6NUWXbC0vuZxjD8xQ61vE,uid-714868386310895248,2015-01-22T20:22:41,Test
MTI4NDE0.vHMCMpiGuoCRrNzLiHCX_SHoW4s,uid-590699782026937547,2015-02-04T21:29:47,Freaks And Evil Dead
MTI4NDE2.VfNh8jQO3oT2dGgjeOSJPKxDAs4,uid-2350789765717880243,2015-02-04T21:29:58,None of the above.
MTI4NDIw.TDeFB_PmqtD00wvj8HuqnQDFTOQ,uid-8529133183187015683,2015-02-04T21:38:17,None... I feel lame
